prclient,prid,prid_filtered,pridfiltered,prname,prurl,prshortdescription,prdescription,prdisplayprice,prprice,primageurl,prcategory,prsubcategory,prcreatedon,pralternativeurl,prbestseller,prsku,pravailablequantity,pravailability,prquantitysold,prsize,prcolor,prcountry,prfromprice,prposition,isactive,isdefault,pronsale
Kurt Geiger London,5825769109,5825769109,5825769109,Kurt Geiger Women's Leather Silver Kensington,https://www.shoeaholics.com/women/bags/cross-body-bags/kensington-footy-bag-multi-other-leather-kurt-geiger-london-5825769109?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,Metallic Silver Footy Bag,Metallic Silver Footy Bag,159.00,329.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/8/5825769109.jpg?v=1&width=800,Women > Bags > Cross-body-bags,Women > Bags > Cross-body-bags,10/09/2026,,FALSE,,18,IN STOCK,,,,,,322,TRUE,TRUE,TRUE
Kurt Geiger London,5926283339,5926283339,5926283339,Kurt Geiger Women's Pale Blue Canvas Celia,https://www.shoeaholics.com/women/bags/tote-bags/celia-tote-bag-pale-blue-canvas-kurt-geiger-london-5926283339?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Pale Blue Canvas Tote Bag, Pale Blue","Pale Blue Canvas Tote Bag, Pale Blue",99.00,299.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/9/5926283339.jpg?v=1&width=800,Women > Bags > Tote-bags,Women > Bags > Tote-bags,10/09/2026,,FALSE,,26,IN STOCK,,,Blue,,,307,TRUE,TRUE,TRUE
Carvela,6343463069,6343463069,6343463069,Carvela Palio Hard Clutch,https://www.shoeaholics.com/women/bags/clutch-bags/palio-hard-clutch-silver-fabric-other-carvela-6343463069?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Palio Hard Clutch """", No Size, Silver","Womens Carvela Palio Hard Clutch """", No Size, Silver",79.00,119.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6343463069.jpg?v=1&width=800,Women > Bags > Clutch-bags,Women > Bags > Clutch-bags,10/09/2026,,FALSE,,168,IN STOCK,,,Metallic,,,145,TRUE,TRUE,TRUE
Kurt Geiger London,5925000419,5925000419,5925000419,Kurt Geiger Women's Cross Body Bag Black Leather Kingsley,https://www.shoeaholics.com/women/bags/cross-body-bags/mini-kingsley-bag-black-croc-print-leather-kurt-geiger-london-5925000419?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Kurt Geiger London Mini Kingsley Bag """", No Size, Black","Womens Kurt Geiger London Mini Kingsley Bag """", No Size, Black",129.00,199.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/9/5925000419.jpg?v=1&width=800,Women > Bags > Cross-body-bags,Women > Bags > Cross-body-bags,10/09/2026,,FALSE,,188,IN STOCK,,,Black,,,120,TRUE,TRUE,TRUE
Kurt Geiger London,5923661609,5923661609,5923661609,Kurt Geiger Women's Cross Body Bag Gold Fabric Octavia Mini Brixton,https://www.shoeaholics.com/women/bags/cross-body-bags/octavia-mini-brixton-gold-fabric-kurt-geiger-london-5923661609?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Gold Fabric Brixton Bag, Gold","Gold Fabric Brixton Bag, Gold",129.00,199.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/9/5923661609.jpg?v=1&width=800,Women > Bags > Cross-body-bags,Women > Bags > Cross-body-bags,10/09/2026,,FALSE,,107,IN STOCK,,,Metallic,,,217,TRUE,TRUE,TRUE
Carvela,5280033979,5280033979,5280033979,Carvela Women's Belt Bag Tan Synthetic Maria mini,https://www.shoeaholics.com/women/bags/mini-bags/maria-mini-belt-tan-synthetic-carvela-5280033979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Tan Leather Mini Belt Bag, Tan","Tan Leather Mini Belt Bag, Tan",79.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/2/5280033979.jpg?v=1&width=800,Women > Bags > Mini-bags,Women > Bags > Mini-bags,10/09/2026,,FALSE,,52,IN STOCK,,,Tan,,,271,TRUE,TRUE,TRUE
Carvela,5504063979,5504063979,5504063979,Carvela Mia Shoulder,https://www.shoeaholics.com/women/bags/shoulder-bags/mia-shoulder-silver-synthetic-carvela-5504063979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Mia Shoulder """", No Size, Silver","Womens Carvela Mia Shoulder """", No Size, Silver",69.00,99.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/5/5504063979.jpg?v=1&width=800,Women > Bags > Shoulder-bags,Women > Bags > Shoulder-bags,10/09/2026,,FALSE,,35,IN STOCK,,,Metallic,,,296,TRUE,TRUE,TRUE
Carvela,6327941979,6327941979,6327941979,Carvela Women's Shoulder Bag Bone Synthetic Fernanda,https://www.shoeaholics.com/women/bags/shoulder-bags/fernanda-shoulder-bag-bone-synthetic-carvela-6327941979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Fernanda Shoulder Bag """", No Size, Bone","Womens Carvela Fernanda Shoulder Bag """", No Size, Bone",99.00,119.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6327941979.jpg?v=1&width=800,Women > Bags > Shoulder-bags,Women > Bags > Shoulder-bags,10/09/2026,,FALSE,,293,IN STOCK,,,White,,,49,TRUE,TRUE,TRUE
Carvela,5569110759,5569110759,5569110759,Carvela Women's Clutch Bag Satin Bone Synthetic Cecilia,https://www.shoeaholics.com/women/bags/cecilia-hard-clutch-white-satin-carvela-5569110759?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"White Satin Clutch Bag, White","White Satin Clutch Bag, White",109.00,109.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/5/5569110759.jpg?v=1&width=800,Women > Bags,Women > Bags,10/09/2026,,FALSE,,6,IN STOCK,,,White,,,352,TRUE,TRUE,FALSE
Carvela,6328931069,6328931069,6328931069,Carvela Women's Cross Body Dark Brown Fabric Other Maria,https://www.shoeaholics.com/women/bags/cross-body-bags/maria-crossbody-bag-dark-brown-fabric-other-carvela-6328931069?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Maria Crossbody Bag """", No Size, Dark Brown","Womens Carvela Maria Crossbody Bag """", No Size, Dark Brown",49.00,89.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6328931069.jpg?v=1&width=800,Women > Bags > Cross-body-bags,Women > Bags > Cross-body-bags,10/09/2026,,FALSE,,194,IN STOCK,,,Brown,,,114,TRUE,TRUE,TRUE
Kurt Geiger London,6314621209,6314621209,6314621209,Kurt Geiger Women's SHouder Bag Dark Grey Suede Kingsley,https://www.shoeaholics.com/women/bags/shoulder-bags/kingsley-eastwest-sh-grey-dark-suede-kurt-geiger-london-6314621209?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Kurt Geiger London Kingsley Eastwest Sh """", No Size, Grey Dark","Womens Kurt Geiger London Kingsley Eastwest Sh """", No Size, Grey Dark",169.00,249.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6314621209.jpg?v=1&width=800,Women > Bags > Shoulder-bags,Women > Bags > Shoulder-bags,10/09/2026,,FALSE,,11,IN STOCK,,,Grey,,,336,TRUE,TRUE,TRUE
Carvela,6330100979,6330100979,6330100979,Carvela Women's Tote Bag Black Synthetic Cappuccino,https://www.shoeaholics.com/women/bags/mini-bags/cappuccino-mini-tote-black-synthetic-carvela-6330100979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Pebble Grain Tote Bag, Black","Black Pebble Grain Tote Bag, Black",79.00,109.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6330100979.jpg?v=1&width=800,Women > Bags > Mini-bags,Women > Bags > Mini-bags,10/09/2026,,FALSE,,383,IN STOCK,,,Black,,,27,TRUE,TRUE,TRUE
Carvela,6343461069,6343461069,6343461069,Carvela Women's Clutch Bag Gold Fabric Palio,https://www.shoeaholics.com/women/bags/clutch-bags/palio-hard-clutch-gold-fabric-other-carvela-6343461069?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Palio Hard Clutch Bag """", No Size, Gold","Womens Carvela Palio Hard Clutch Bag """", No Size, Gold",79.00,119.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6343461069.jpg?v=1&width=800,Women > Bags > Clutch-bags,Women > Bags > Clutch-bags,10/09/2026,,FALSE,,186,IN STOCK,,,Metallic,,,125,TRUE,TRUE,TRUE
Carvela,6330500799,6330500799,6330500799,Carvela Mini Juno Whipstitch Bag,https://www.shoeaholics.com/women/bags/mini-bags/juno-whipstitch-mini-black-suedette-carvela-6330500799?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Mini Juno Whipstitch Bag """", No Size, Black","Womens Carvela Mini Juno Whipstitch Bag """", No Size, Black",79.00,109.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6330500799.jpg?v=1&width=800,Women > Bags > Mini-bags,Women > Bags > Mini-bags,10/09/2026,,FALSE,,215,IN STOCK,,,Black,,,99,TRUE,TRUE,TRUE
Carvela,6327947979,6327947979,6327947979,Carvela Women's Shouder Bag Taupe Synthetic Fernanada,https://www.shoeaholics.com/women/bags/shoulder-bags/fernanda-shoulder-bag-taupe-synthetic-carvela-6327947979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Taupe Synthetic Cross Body Shoulder Bag, Taupe","Taupe Synthetic Cross Body Shoulder Bag, Taupe",109.00,119.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6327947979.jpg?v=1&width=800,Women > Bags > Shoulder-bags,Women > Bags > Shoulder-bags,10/09/2026,,FALSE,,64,IN STOCK,,,Taupe,,,260,TRUE,TRUE,TRUE
Carvela,6328031979,6328031979,6328031979,Carvela Fernanda Mini Shoulder,https://www.shoeaholics.com/women/bags/shoulder-bags/fernanda-mini-shoulder-dark-brown-synthetic-carvela-6328031979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Fernanda Mini Shoulder """", No Size, Dark Brown","Womens Carvela Fernanda Mini Shoulder """", No Size, Dark Brown",99.00,99.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6328031979.jpg?v=1&width=800,Women > Bags > Shoulder-bags,Women > Bags > Shoulder-bags,10/09/2026,,FALSE,,247,IN STOCK,,,Brown,,,77,TRUE,TRUE,FALSE
Kurt Geiger London,6244566609,6244566609,6244566609,Kurt Geiger Women's Cross Body Bag Gold Combination Kingsley Mini,https://www.shoeaholics.com/women/bags/cross-body-bags/fabric-mini-kingsley-gold-combination-fabric-kurt-geiger-london-6244566609?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Kurt Geiger London Mini Fabric Kingsley Bag """", No Size, Gold Combination","Womens Kurt Geiger London Mini Fabric Kingsley Bag """", No Size, Gold Combination",119.00,189.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/2/6244566609.jpg?v=1&width=800,Women > Bags > Cross-body-bags,Women > Bags > Cross-body-bags,10/09/2026,,FALSE,,171,IN STOCK,,,Metallic,,,142,TRUE,TRUE,TRUE
Carvela,6328000979,6328000979,6328000979,Carvela Women's Shoulder Bag Black Synthetic Fernanda,https://www.shoeaholics.com/women/bags/shoulder-bags/fernanda-mini-shoulder-black-synthetic-carvela-6328000979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Branded Shoulder Mini Bag, Black","Black Branded Shoulder Mini Bag, Black",89.00,99.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6328000979.jpg?v=1&width=800,Women > Bags > Shoulder-bags,Women > Bags > Shoulder-bags,10/09/2026,,FALSE,,182,IN STOCK,,,Black,,,133,TRUE,TRUE,TRUE
Kurt Geiger London,5926253339,5926253339,5926253339,Kurt Geiger Women's Tote Bag Pale Pink Canvas Celia Tote Bag,https://www.shoeaholics.com/women/bags/tote-bags/celia-tote-bag-pale-pink-canvas-kurt-geiger-london-5926253339?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Kurt Geiger London Celia Tote Bag """", No Size, Pale Pink","Womens Kurt Geiger London Celia Tote Bag """", No Size, Pale Pink",99.00,299.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/9/5926253339.jpg?v=1&width=800,Women > Bags > Tote-bags,Women > Bags > Tote-bags,10/09/2026,,FALSE,,35,IN STOCK,,,Pink,,,297,TRUE,TRUE,TRUE
Kurt Geiger London,5926234339,5926234339,5926234339,Kurt Geiger Women's Tote Bag Rust Canvas Celia Tote Bag,https://www.shoeaholics.com/women/bags/tote-bags/celia-tote-bag-rust-canvas-kurt-geiger-london-5926234339?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Kurt Geiger London Celia Tote Bag """", No Size, Rust","Womens Kurt Geiger London Celia Tote Bag """", No Size, Rust",99.00,299.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/9/5926234339.jpg?v=1&width=800,Women > Bags > Tote-bags,Women > Bags > Tote-bags,10/09/2026,,FALSE,,17,IN STOCK,,,Brown,,,324,TRUE,TRUE,TRUE
Carvela,6330051979,6330051979,6330051979,Carvela Women's Tote Bag Dark Red Cappuccino,https://www.shoeaholics.com/women/bags/tote-bags/cappuccino-tote-red-dark-synthetic-carvela-6330051979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Dark Red Tote Bag, Red Dark","Dark Red Tote Bag, Red Dark",89.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6330051979.jpg?v=1&width=800,Women > Bags > Tote-bags,Women > Bags > Tote-bags,10/09/2026,,FALSE,,273,IN STOCK,,,Red,,,59,TRUE,TRUE,TRUE
Carvela,6331061069,6331061069,6331061069,Carvela Women's Shoulder Bag Gold Fabric Jessica,https://www.shoeaholics.com/women/bags/shoulder-bags/jessica-sequin-bag-gold-fabric-other-carvela-6331061069?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Gold Sequin Shoulder Bag, Gold","Gold Sequin Shoulder Bag, Gold",69.00,99.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6331061069.jpg?v=1&width=800,Women > Bags > Shoulder-bags,Women > Bags > Shoulder-bags,10/09/2026,,FALSE,,194,IN STOCK,,,Metallic,,,115,TRUE,TRUE,TRUE
Carvela,5743405979,5743405979,5743405979,Carvela Women's Shoulder Bag Black Combination Synthetic Minori,https://www.shoeaholics.com/women/bags/shoulder-bags/minori-scoop-shoulder-black-combination-synthetic-carvela-5743405979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Minori Scoop Shoulder Bag """", No Size, Black","Womens Carvela Minori Scoop Shoulder Bag """", No Size, Black",69.00,109.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/7/5743405979.jpg?v=1&width=800,Women > Bags > Shoulder-bags,Women > Bags > Shoulder-bags,10/09/2026,,FALSE,,189,IN STOCK,,,Black,,,118,TRUE,TRUE,TRUE
Carvela,5743247979,5743247979,5743247979,Carvela Women's Tote Bag Taupe Synthetic Minori,https://www.shoeaholics.com/women/bags/tote-bags/minori-tote-taupe-synthetic-carvela-5743247979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Taupe Synthetic Minori Tote Bag, Taupe","Taupe Synthetic Minori Tote Bag, Taupe",79.00,139.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/7/5743247979.jpg?v=1&width=800,Women > Bags > Tote-bags,Women > Bags > Tote-bags,10/09/2026,,FALSE,,66,IN STOCK,,,Taupe,,,258,TRUE,TRUE,TRUE
Kurt Geiger London,5764200109,5764200109,5764200109,Kurt Geiger Women's Tote Bag Black Leather Carnaby,https://www.shoeaholics.com/women/bags/tote-bags/carnaby-sm-winged-tote-black-leather-kurt-geiger-london-5764200109?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Leather Small Cross Body Bag, Black","Black Leather Small Cross Body Bag, Black",129.00,189.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/7/5764200109.jpg?v=1&width=800,Women > Bags > Tote-bags,Women > Bags > Tote-bags,10/09/2026,,FALSE,,137,IN STOCK,,,Black,,,179,TRUE,TRUE,TRUE
Kurt Geiger London,6244339609,6244339609,6244339609,Kurt Geiger London Box Clutch Bag,https://www.shoeaholics.com/women/bags/clutch-bags/box-clutch-brown-other-fabric-kurt-geiger-london-6244339609?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Kurt Geiger London Box Clutch Bag """", No Size","Womens Kurt Geiger London Box Clutch Bag """", No Size",99.00,149.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/2/6244339609.jpg?v=1&width=800,Women > Bags > Clutch-bags,Women > Bags > Clutch-bags,10/09/2026,,FALSE,,186,IN STOCK,,,,,,126,TRUE,TRUE,TRUE
Carvela,5743330979,5743330979,5743330979,Carvela Women's Tote Bag Brown Synthetic Minori,https://www.shoeaholics.com/women/bags/mini-bags/minori-mini-tote-brown-synthetic-carvela-5743330979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Mini Minori Tote Bag """", No Size, Brown","Womens Carvela Mini Minori Tote Bag """", No Size, Brown",79.00,119.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/7/5743330979.jpg?v=1&width=800,Women > Bags > Mini-bags,Women > Bags > Mini-bags,10/09/2026,,FALSE,,117,IN STOCK,,,Brown,,,209,TRUE,TRUE,TRUE
Kurt Geiger London,5703400609,5703400609,5703400609,Kurt Geiger Women's Cross Body Bag Black Fabric Brixton,https://www.shoeaholics.com/women/bags/mini-bags/fabric-mini-brixton-black-fabric-kurt-geiger-london-5703400609?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Black Cross Body Bag, Black","Black Cross Body Bag, Black",119.00,189.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/5/7/5703400609.jpg?v=1&width=800,Women > Bags > Mini-bags,Women > Bags > Mini-bags,10/09/2026,,FALSE,,365,IN STOCK,,,Black,,,31,TRUE,TRUE,TRUE
Carvela,6331831979,6331831979,6331831979,Carvela Women's Tote Bag Dark Brown Synthetic Tatianna,https://www.shoeaholics.com/women/bags/tote-bags/tatianna-tote-dark-brown-synthetic-carvela-6331831979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Tatianna Tote Bag """", No Size, Dark Brown","Womens Carvela Tatianna Tote Bag """", No Size, Dark Brown",89.00,129.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6331831979.jpg?v=1&width=800,Women > Bags > Tote-bags,Women > Bags > Tote-bags,10/09/2026,,FALSE,,164,IN STOCK,,,Brown,,,151,TRUE,TRUE,TRUE
Carvela,6330900979,6330900979,6330900979,Carvela Women's Shoulder Bag Black Synthetic Livia Scoop,https://www.shoeaholics.com/women/bags/shoulder-bags/livia-scoop-black-synthetic-carvela-6330900979?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Womens Carvela Livia Scoop Bag """", No Size, Black","Womens Carvela Livia Scoop Bag """", No Size, Black",69.00,99.00,https://kg-static-cache.s3.amazonaws.com/catalog/product/cache/thumbnail/1622x1622/6/3/6330900979.jpg?v=1&width=800,Women > Bags > Shoulder-bags,Women > Bags > Shoulder-bags,10/09/2026,,FALSE,,78,IN STOCK,,,Black,,,245,TRUE,TRUE,TRUE
