prclient,prid,pridfiltered,prid_filtered,prname,prurl,prshortdescription,prdescription,prdisplayprice,prprice,primageurl,prcategory,prsubcategory,prcreatedon,pralternativeurl,prbestseller,prsku,pravailablequantity,pravailability,prquantitysold,prsize,prcolor,prcountry,prfromprice,prposition,isactive,isdefault
,gid://shopify/ProductVariant/56973377339772,5045659638414,5045659638414,defrost-tan,https://stevemadden.co.uk/products/defrost-tan?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"The DEFROST 748 boots bring a playful twist to winter footwear with their striking tan faux fur exterior, offering both warmth and a bold style statement. Crafted from fabric, these boots feature a distinctive black strap detail that adds an edgy contrast to the soft, furry look. Perfect for standing out in chilly weather, they combine comfort and eye-catching design effortlessly.<ul>
<li>Material: Fabric</li>
<li>Line 5662633609</li>
</ul>","The DEFROST 748 boots bring a playful twist to winter footwear with their striking tan faux fur exterior, offering both warmth and a bold style statement. Crafted from fabric, these boots feature a distinctive black strap detail that adds an edgy contrast to the soft, furry look. Perfect for standing out in chilly weather, they combine comfort and eye-catching design effortlessly.<ul>
<li>Material: Fabric</li>
<li>Line 5662633609</li>
</ul>",69.00,69.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/5662633609_20.jpg?width=800,Boots,Boots,,,,,1,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/57086742364540,5020414397386,5020414397386,flares-dark-brown-suede,https://stevemadden.co.uk/products/flares-dark-brown-suede?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"The Flares Dark Brown Suede ankle boots bring a sophisticated edge to your footwear collection. Crafted from luxurious dark brown suede derived from goat leather, these boots offer a smooth texture and rich colour. The sleek silhouette is complemented by an 85 mm heel that adds height without compromising comfort, making them perfect for elevating any outfit with a touch of elegance.

<ul>
  <li>85 mm Heel</li>
  <li>Suede</li>
  <li>Line number: 6086031209</li>
</ul>","The Flares Dark Brown Suede ankle boots bring a sophisticated edge to your footwear collection. Crafted from luxurious dark brown suede derived from goat leather, these boots offer a smooth texture and rich colour. The sleek silhouette is complemented by an 85 mm heel that adds height without compromising comfort, making them perfect for elevating any outfit with a touch of elegance.

<ul>
  <li>85 mm Heel</li>
  <li>Suede</li>
  <li>Line number: 6086031209</li>
</ul>",180.00,180.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/6086031209_20.jpg?width=800,Boots,Boots,,,,,35,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/57086745739644,5020414557971,5020414557971,sorcere-tan,https://stevemadden.co.uk/products/sorcere-tan?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"The Sorcere Tan high leg boots bring a stylish twist to your wardrobe with their rich tan colour and sleek synthetic material. Featuring a pointed toe with delicate stitching details and a distinctive buckle accent at the ankle, these boots combine classic Western charm with contemporary flair.<ul>
<li>Heel Height: 5cm Heel</li>
<li>Material: Synthetic</li>
<li>Line Number: 6230933979</li>
</ul>","The Sorcere Tan high leg boots bring a stylish twist to your wardrobe with their rich tan colour and sleek synthetic material. Featuring a pointed toe with delicate stitching details and a distinctive buckle accent at the ankle, these boots combine classic Western charm with contemporary flair.<ul>
<li>Heel Height: 5cm Heel</li>
<li>Material: Synthetic</li>
<li>Line Number: 6230933979</li>
</ul>",200.00,200.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/6230933979_20.jpg?width=800,Boots,Boots,,,,,63,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/57086746886524,5020414558374,5020414558374,saddle-dark-brown,https://stevemadden.co.uk/products/saddle-dark-brown?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"The Saddle Dark Brown boots bring a classic western flair with a modern twist. Crafted from synthetic material, these boots feature a rich dark brown colour and are adorned with decorative stud detailing that adds a touch of rugged charm. <ul>
  <li>Heel Height: 5cm Heel</li>
  <li>Material: Synthetic</li>
  <li>Line Number: 6231631979</li>
</ul>","The Saddle Dark Brown boots bring a classic western flair with a modern twist. Crafted from synthetic material, these boots feature a rich dark brown colour and are adorned with decorative stud detailing that adds a touch of rugged charm. <ul>
  <li>Heel Height: 5cm Heel</li>
  <li>Material: Synthetic</li>
  <li>Line Number: 6231631979</li>
</ul>",170.00,170.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/6231631979_20.jpg?width=800,Boots,Boots,,,,,204,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/57086760878460,5020414546012,5020414546012,sorcere-black,https://stevemadden.co.uk/products/sorcere-black?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"The Sorcere Black high leg boots bring a sleek and sophisticated edge to your wardrobe. Crafted from synthetic material in a deep black shade, these boots feature a pointed toe with subtle stitched detailing and a distinctive gold buckle accent near the ankle. The 5cm heel adds a confident lift while maintaining comfort for extended wear.

<ul>
<li>Heel Height: 5cm Heel</li>
<li>Material: Synthetic</li>
<li>Line Number: 6230900979</li>
</ul>","The Sorcere Black high leg boots bring a sleek and sophisticated edge to your wardrobe. Crafted from synthetic material in a deep black shade, these boots feature a pointed toe with subtle stitched detailing and a distinctive gold buckle accent near the ankle. The 5cm heel adds a confident lift while maintaining comfort for extended wear.

<ul>
<li>Heel Height: 5cm Heel</li>
<li>Material: Synthetic</li>
<li>Line Number: 6230900979</li>
</ul>",200.00,200.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/6230900979_20.jpg?width=800,Boots,Boots,,,,,62,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/57086762189180,5020414545930,5020414545930,stagecoach-dark-brown-leather,https://stevemadden.co.uk/products/stagecoach-dark-brown-leather?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"The Stagecoach Dark Brown Leather high leg boots bring a bold Western flair with their rich dark brown leather and intricate stud detailing. Crafted from quality leather, these boots feature a distinctive pointed toe and a sturdy heel that balances style with comfort. The decorative studs add a playful edge, making these boots a standout addition to any wardrobe. <ul>
  <li>Material: Leather</li>
  <li>Line Number: 6230831019</li>
</ul>","The Stagecoach Dark Brown Leather high leg boots bring a bold Western flair with their rich dark brown leather and intricate stud detailing. Crafted from quality leather, these boots feature a distinctive pointed toe and a sturdy heel that balances style with comfort. The decorative studs add a playful edge, making these boots a standout addition to any wardrobe. <ul>
  <li>Material: Leather</li>
  <li>Line Number: 6230831019</li>
</ul>",230.00,230.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/6230831019_20.jpg?width=800,High Leg Boots,High Leg Boots,,,,,41,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/57086775591292,5020414384911,5020414384911,flares-taupe-suede,https://stevemadden.co.uk/products/flares-taupe-suede?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"The Flares Taupe Suede ankle boots bring a sophisticated edge to any outfit with their sleek silhouette and rich taupe colour. Crafted from soft suede derived from goat leather, these boots feature a comfortable yet striking 85 mm heel that adds height without compromising stability. The clean lines and subtle gold-tone detailing elevate the design, making them a versatile choice for both day and evening wear.

<ul>
  <li>85 mm Heel</li>
  <li>Suede</li>
  <li>Line number: 6080547209</li>
</ul>","The Flares Taupe Suede ankle boots bring a sophisticated edge to any outfit with their sleek silhouette and rich taupe colour. Crafted from soft suede derived from goat leather, these boots feature a comfortable yet striking 85 mm heel that adds height without compromising stability. The clean lines and subtle gold-tone detailing elevate the design, making them a versatile choice for both day and evening wear.

<ul>
  <li>85 mm Heel</li>
  <li>Suede</li>
  <li>Line number: 6080547209</li>
</ul>",180.00,180.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/6080547209_20.jpg?width=800,Boots,Boots,,,,,32,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/57086776803708,5020414557902,5020414557902,stagecoach-tan-leather,https://stevemadden.co.uk/products/stagecoach-tan-leather?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"The Stagecoach Tan Leather boots bring a touch of Western charm with their high leg silhouette and intricate studded detailing. Crafted from supple leather, these tan boots feature a pointed toe and a stacked heel, combining classic style with modern flair. The decorative stitching and metallic studs add a playful edge to this timeless design, perfect for making a statement.

<ul>
  <li>Heel Height: 5.5cm Heel</li>
  <li>Material: Leather</li>
  <li>Line Number: 6230833019</li>
</ul>","The Stagecoach Tan Leather boots bring a touch of Western charm with their high leg silhouette and intricate studded detailing. Crafted from supple leather, these tan boots feature a pointed toe and a stacked heel, combining classic style with modern flair. The decorative stitching and metallic studs add a playful edge to this timeless design, perfect for making a statement.

<ul>
  <li>Heel Height: 5.5cm Heel</li>
  <li>Material: Leather</li>
  <li>Line Number: 6230833019</li>
</ul>",230.00,230.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/6230833019_20.jpg?width=800,Boots,Boots,,,,,42,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/57086777950588,5020414546494,5020414546494,saddle-black,https://stevemadden.co.uk/products/saddle-black?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"The Saddle Black boots bring a bold western flair to any outfit with their sleek black synthetic material and distinctive studded detailing. Featuring a pointed toe and a comfortable 5cm heel, these boots combine edgy style with everyday wearability.

<ul>
<li>Heel Height: 5cm Heel</li>
<li>Material: Synthetic</li>
<li>Line Number: 6231600979</li>
</ul>","The Saddle Black boots bring a bold western flair to any outfit with their sleek black synthetic material and distinctive studded detailing. Featuring a pointed toe and a comfortable 5cm heel, these boots combine edgy style with everyday wearability.

<ul>
<li>Heel Height: 5cm Heel</li>
<li>Material: Synthetic</li>
<li>Line Number: 6231600979</li>
</ul>",170.00,170.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/6231600979_20.jpg?width=800,Boots,Boots,,,,,185,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/57102398423420,5020414308146,5020414308146,torch-brown-suede,https://stevemadden.co.uk/products/torch-brown-suede?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"<!-- x-tinymce/html --><p>The Torch high leg boots bring a playful touch to classic design with their rich suede and eye-catching fringed detailing adorned with shimmering studs. Crafted from premium cow suede, these boots combine texture and sparkle, making them a standout piece for any wardrobe. The pointed toe and elegant 7.5cm heel add a refined silhouette that balances boldness with sophistication.</p>
<ul>
<li>Heel Height: 7.5cm Heel</li>
<li>Material: Suede</li>
<li>Line Number: 6037032209</li>
</ul>","<!-- x-tinymce/html --><p>The Torch high leg boots bring a playful touch to classic design with their rich suede and eye-catching fringed detailing adorned with shimmering studs. Crafted from premium cow suede, these boots combine texture and sparkle, making them a standout piece for any wardrobe. The pointed toe and elegant 7.5cm heel add a refined silhouette that balances boldness with sophistication.</p>
<ul>
<li>Heel Height: 7.5cm Heel</li>
<li>Material: Suede</li>
<li>Line Number: 6037032209</li>
</ul>",270.00,270.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/6037032209_20.jpg?width=800,Boots,Boots,,,,,32,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/57102398652796,5020414545862,5020414545862,torch-brown-black,https://stevemadden.co.uk/products/torch-brown-black?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Step into bold style with the Torch high leg boots, crafted from soft suede that wraps your legs in luxurious texture. Featuring a striking layered fringe design that adds dynamic movement and flair, these boots elevate any outfit with their sleek black colour and pointed toe silhouette. The 7.5m heel offers a confident lift while maintaining comfort for all-day wear.

<ul>
<li>Heel Height: 7.5cm Heel</li>
<li>Material: Suede</li>
<li>Line Number: 6230700209</li>
</ul>","Step into bold style with the Torch high leg boots, crafted from soft suede that wraps your legs in luxurious texture. Featuring a striking layered fringe design that adds dynamic movement and flair, these boots elevate any outfit with their sleek black colour and pointed toe silhouette. The 7.5m heel offers a confident lift while maintaining comfort for all-day wear.

<ul>
<li>Heel Height: 7.5cm Heel</li>
<li>Material: Suede</li>
<li>Line Number: 6230700209</li>
</ul>",240.00,240.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/6230700209_20.jpg?width=800,Boots,Boots,,,,,32,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/57102398947708,5020414557810,5020414557810,torch-brown-suede-1,https://stevemadden.co.uk/products/torch-brown-suede-1?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"The Torch Suede high leg boots bring a playful edge to classic design with their layered fringe detailing. Crafted from soft mid brown suede derived from cow leather, these boots combine texture and movement effortlessly. Featuring a pointed toe and a sleek 7.5m heel, they offer a stylish silhouette that stands out with every step.

<ul>
<li>Heel Height: 7.5cm Heel</li>
<li>Material: Suede</li>
<li>Line Number: 6230732209</li>
</ul>","The Torch Suede high leg boots bring a playful edge to classic design with their layered fringe detailing. Crafted from soft mid brown suede derived from cow leather, these boots combine texture and movement effortlessly. Featuring a pointed toe and a sleek 7.5m heel, they offer a stylish silhouette that stands out with every step.

<ul>
<li>Heel Height: 7.5cm Heel</li>
<li>Material: Suede</li>
<li>Line Number: 6230732209</li>
</ul>",240.00,240.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/6230732209_20.jpg?width=800,High Leg Boots,High Leg Boots,,,,,52,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/57174211199356,5020414834904,5020414834904,karima-dark-brown,https://stevemadden.co.uk/products/karima-dark-brown?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"The KARIMA 880 ankle boots bring a bold touch to classic design with their rich dark brown suede finish. Crafted from premium cow suede, these boots feature a chunky sole that adds both height and attitude, while the gold-tone metal bit detail across the front lends a sophisticated accent.<ul>
  <li>Material: Suede</li>
  <li>Line number: 6400731209</li>
</ul>","The KARIMA 880 ankle boots bring a bold touch to classic design with their rich dark brown suede finish. Crafted from premium cow suede, these boots feature a chunky sole that adds both height and attitude, while the gold-tone metal bit detail across the front lends a sophisticated accent.<ul>
  <li>Material: Suede</li>
  <li>Line number: 6400731209</li>
</ul>",160.00,160.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/6400731209_20.jpg?width=800,Boots,Boots,,,,,175,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/57174212739452,5020414842244,5020414842244,bonetta-dark-brown,https://stevemadden.co.uk/products/bonetta-dark-brown?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"The BONETTA 003 is a striking pair of high leg boots crafted from rich leather sourced from cowhide. Presented in a deep dark brown shade, these boots feature distinctive buckle details that add a rugged yet refined touch.<ul>
<li>Material: Leather</li>
<li>Line Number: 6409031109</li>
</ul>","The BONETTA 003 is a striking pair of high leg boots crafted from rich leather sourced from cowhide. Presented in a deep dark brown shade, these boots feature distinctive buckle details that add a rugged yet refined touch.<ul>
<li>Material: Leather</li>
<li>Line Number: 6409031109</li>
</ul>",220.00,220.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/6409031109_20.jpg?width=800,High Leg Boots,High Leg Boots,,,,,117,,,,,,,,TRUE,TRUE
