prclient,prid,pridfiltered,prid_filtered,prname,prurl,prshortdescription,prdescription,prdisplayprice,prprice,primageurl,prcategory,prsubcategory,prcreatedon,pralternativeurl,prbestseller,prsku,pravailablequantity,pravailability,prquantitysold,prsize,prcolor,prcountry,prfromprice,prposition,isactive,isdefault
,gid://shopify/ProductVariant/57102399832444,5020414546265,5020414546265,newbury-black-suede,https://stevemadden.co.uk/products/newbury-black-suede?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"The Newbury Black loafer bring a touch of wild sophistication to your casual wardrobe. The design is completed with an elasticated back for a snug fit and a gold Steve Madden logo on the vamp, adding a hint of luxe to everyday comfort.<ul>
<li>Material: Suede</li>
<li>Line Number: 6231205209</li>
</ul>","The Newbury Black loafer bring a touch of wild sophistication to your casual wardrobe. The design is completed with an elasticated back for a snug fit and a gold Steve Madden logo on the vamp, adding a hint of luxe to everyday comfort.<ul>
<li>Material: Suede</li>
<li>Line Number: 6231205209</li>
</ul>",120.00,120.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/6231205209_20.jpg?width=800,LOAFERS,LOAFERS,,,,,81,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/57102400258428,5020414546579,5020414546579,crimsen-black-leather,https://stevemadden.co.uk/products/crimsen-black-leather?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"The Crimsen Black loafer combines classic style with premium materials for a refined look. Crafted from smooth sheep leather, this black shoe features subtle ruching details around the toe and a sleek strap across the front embossed with the Steve Madden logo, adding a touch of sophistication. <ul>
  <li>Material: Leather </li>
  <li>Line Number: 6231800109</li>
</ul>","The Crimsen Black loafer combines classic style with premium materials for a refined look. Crafted from smooth sheep leather, this black shoe features subtle ruching details around the toe and a sleek strap across the front embossed with the Steve Madden logo, adding a touch of sophistication. <ul>
  <li>Material: Leather </li>
  <li>Line Number: 6231800109</li>
</ul>",120.00,120.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/6231800109_20.jpg?width=800,LOAFERS,LOAFERS,,,,,49,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/57102400487804,5020414572660,5020414572660,crimsen-dark-brown-leather,https://stevemadden.co.uk/products/crimsen-dark-brown-leather?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"<p>The Crimsen Dark Brown slipper offers a timeless design crafted from premium leather, ensuring both comfort and durability. Its rich dark brown colour complements the classic silhouette, highlighted by subtle stitching details and a tasteful Steve Madden logo on the strap.</p><p></p><ul>
<li>Material: Leather</li>
<li>Line Number: 6231831109</li>
</ul><p></p>","<p>The Crimsen Dark Brown slipper offers a timeless design crafted from premium leather, ensuring both comfort and durability. Its rich dark brown colour complements the classic silhouette, highlighted by subtle stitching details and a tasteful Steve Madden logo on the strap.</p><p></p><ul>
<li>Material: Leather</li>
<li>Line Number: 6231831109</li>
</ul><p></p>",120.00,120.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/6231831109_20.jpg?width=800,LOAFERS,LOAFERS,,,,,48,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/57137141449084,5020414059079,5020414059079,meela-beige-raffia,https://stevemadden.co.uk/products/meela-beige-raffia?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"The Meela Beige Raffia flat is a charming summer essential that blends natural raffia craftsmanship with a soft beige hue. Designed without a heel, it offers a comfortable and breathable fit perfect for warm days. The woven raffia upper is complemented by PU detailing at the heel, adding a touch of durability and style to this casual yet elegant shoe.

<ul>
<li>Heel Height: No Heel</li>
<li>Material: Raffia</li>
<li>Line Number: 5941640449</li>
</ul>","The Meela Beige Raffia flat is a charming summer essential that blends natural raffia craftsmanship with a soft beige hue. Designed without a heel, it offers a comfortable and breathable fit perfect for warm days. The woven raffia upper is complemented by PU detailing at the heel, adding a touch of durability and style to this casual yet elegant shoe.

<ul>
<li>Heel Height: No Heel</li>
<li>Material: Raffia</li>
<li>Line Number: 5941640449</li>
</ul>",69.00,69.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/5941640449_20.jpg?width=800,Flats,Flats,,,,,69,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/57144743231868,5020414396990,5020414396990,cuddly-brown-suede,https://stevemadden.co.uk/products/cuddly-brown-suede?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"The Cuddly Brown Suede slippers offer a cosy blend of comfort and style with their soft mid brown suede exterior and plush, warm lining. Featuring a playful teddy bear charm on the laces, these slippers bring a touch of whimsy to your indoor footwear collection. The elevated sole adds a subtle lift while maintaining all-day comfort.

<ul>
  <li>65 mm Heel</li>
  <li>Material: Suede</li>
  <li>Line number: 6079732209</li>
</ul>","The Cuddly Brown Suede slippers offer a cosy blend of comfort and style with their soft mid brown suede exterior and plush, warm lining. Featuring a playful teddy bear charm on the laces, these slippers bring a touch of whimsy to your indoor footwear collection. The elevated sole adds a subtle lift while maintaining all-day comfort.

<ul>
  <li>65 mm Heel</li>
  <li>Material: Suede</li>
  <li>Line number: 6079732209</li>
</ul>",170.00,170.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/6079732209_20.jpg?width=800,Flats,Flats,,,,,29,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/55100284174716,5020414475138,5020414475138,grezly-pump-dk-cherry-lacq,https://stevemadden.co.uk/products/grezly-pump-dk-cherry-lacq?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"<ul>
<li>Color: DK Cherry Lacq</li>
<li>Material upper: PU leather</li>
<li>Size recommendation: We would recommend you to order a size up.</li>
<li>Platform height: 2 cm</li>
<li>Closure type: Buckle<br>
</li>
</ul>","<ul>
<li>Color: DK Cherry Lacq</li>
<li>Material upper: PU leather</li>
<li>Size recommendation: We would recommend you to order a size up.</li>
<li>Platform height: 2 cm</li>
<li>Closure type: Buckle<br>
</li>
</ul>",59.00,59.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/STEVEMADDEN_SHOES_GREZLY_DARKCHERRYLACQUER_SIDE.jpg?width=800,FLAT SHOES,FLAT SHOES,,,,,2,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/55100287091068,5045659921233,5045659921233,patrizia-sandal-brown-suede,https://stevemadden.co.uk/products/patrizia-sandal-brown-suede?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"<ul>
<li>Color: Brown suede <br>
</li>
<li>Size recommendation: We would recommend you to order a size up.<br>
</li>
<li>Platform height: 2 cm<br>
</li>
<li>Closure type: Slip-on<br>
</li>
</ul>","<ul>
<li>Color: Brown suede <br>
</li>
<li>Size recommendation: We would recommend you to order a size up.<br>
</li>
<li>Platform height: 2 cm<br>
</li>
<li>Closure type: Slip-on<br>
</li>
</ul>",120.00,120.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/STEVEMADDEN_SHOES_PATRIZIA_BROWNSUEDE_SIDE.jpg?width=800,FLAT SHOES,FLAT SHOES,,,,,30,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/55366003229052,5045658631201,5045658631201,ports-flat-shoe-bone-suede,https://stevemadden.co.uk/products/ports-flat-shoe-bone-suede?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"<ul>
<li>Color: Bone suede<br>
</li>
<li>Material upper: Suede</li>
<li>Size recommendation: We recommend you to order a size up.</li>
<li>Platform height: 2 cm</li>
<li>Closure type: Slip-on</li>
<li>Article number:<span> SM11003906-03002-290</span>
</li>
</ul>","<ul>
<li>Color: Bone suede<br>
</li>
<li>Material upper: Suede</li>
<li>Size recommendation: We recommend you to order a size up.</li>
<li>Platform height: 2 cm</li>
<li>Closure type: Slip-on</li>
<li>Article number:<span> SM11003906-03002-290</span>
</li>
</ul>",130.00,130.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/STEVEMADDEN_SHOES_PORTS_BONE-SUEDE01.jpg?width=800,FLAT SHOES,FLAT SHOES,,,,,116,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/55366154715516,5020414409706,5020414409706,langsten-flat-shoe-burgundy,https://stevemadden.co.uk/products/langsten-flat-shoe-burgundy?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"<ul>
<li>Color: Burgundy<br>
</li>
<li>Size recommendation: We recommend you to order a size up.</li>
<li>Platform height: 4,5 cm</li>
<li>Closure type: Slip-on</li>
<li>Article number:<span> 11005024-03001-622</span>
</li>
</ul>","<ul>
<li>Color: Burgundy<br>
</li>
<li>Size recommendation: We recommend you to order a size up.</li>
<li>Platform height: 4,5 cm</li>
<li>Closure type: Slip-on</li>
<li>Article number:<span> 11005024-03001-622</span>
</li>
</ul>",160.00,160.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/STEVEMADDEN_SHOES_LANGSTEN_BURGUNDY_03.jpg?width=800,FLAT SHOES,FLAT SHOES,,,,,32,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/55366469484924,5020414414328,5020414414328,olyvia-r-pump-dk-cherry-lacq,https://stevemadden.co.uk/products/olyvia-r-pump-dk-cherry-lacq?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"<ul>
<li>Color:  DK Cherry Lacq</li>
<li>Material upper: Fabric</li>
<li>Size recommendation: We would recommend you to order a size up.</li>
<li>Platform height: 0,5 cm</li>
<li>Closure type: Strap</li>
</ul>","<ul>
<li>Color:  DK Cherry Lacq</li>
<li>Material upper: Fabric</li>
<li>Size recommendation: We would recommend you to order a size up.</li>
<li>Platform height: 0,5 cm</li>
<li>Closure type: Strap</li>
</ul>",69.00,69.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/STEVEMADDEN_SHOES_OLYVIA-R_DARKCHERRYLACQUER_SIDE.jpg?width=800,FLAT SHOES,FLAT SHOES,,,,,2,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/55449931940220,5020414472731,5020414472731,ceece-flat-shoe-ballet-pink,https://stevemadden.co.uk/products/ceece-flat-shoe-ballet-pink?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"<ul>
<li>Color: Ballet Pink</li>
<li>Material upper: Synthetic</li>
<li>Size recommendation: We would recommend you to order a size up</li>
<li>Platform height: 1<span> </span>cm</li>
<li>Closure type: Buckle</li>
<li>Article number:<span> 11004814-02002-68D</span>
</li>
</ul>","<ul>
<li>Color: Ballet Pink</li>
<li>Material upper: Synthetic</li>
<li>Size recommendation: We would recommend you to order a size up</li>
<li>Platform height: 1<span> </span>cm</li>
<li>Closure type: Buckle</li>
<li>Article number:<span> 11004814-02002-68D</span>
</li>
</ul>",69.00,69.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/STEVEMADDEN_SHOES_CEECE_BALLETPINK_SIDE.jpg?width=800,FLAT SHOES,FLAT SHOES,,,,,1,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/55487445008764,5045658693896,5045658693896,archer-flat-shoe-cherry-lacq-le,https://stevemadden.co.uk/products/archer-flat-shoe-cherry-lacq-le?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"<ul>
<li>Color: Cherry lacq leather</li>
<li>Material upper: PU Leather</li>
<li>Size recommendation: We would recommend you to order a size up.</li>
<li>Platform height: 0,5 cm</li>
<li>Closure type: Slip-on with buckle</li>
<li>Article number: 11004769-03001-CL4</li>
</ul>","<ul>
<li>Color: Cherry lacq leather</li>
<li>Material upper: PU Leather</li>
<li>Size recommendation: We would recommend you to order a size up.</li>
<li>Platform height: 0,5 cm</li>
<li>Closure type: Slip-on with buckle</li>
<li>Article number: 11004769-03001-CL4</li>
</ul>",49.00,49.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/11004769-CL4_01.jpg?width=800,FLAT SHOES,FLAT SHOES,,,,,2,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/55487445303676,5020414399236,5020414399236,archer-flat-shoe-pewter-lea,https://stevemadden.co.uk/products/archer-flat-shoe-pewter-lea?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"<ul>
<li>Color: Pewter leather</li>
<li>Material upper: PU Leather</li>
<li>Size recommendation: We would recommend you to order a size up.</li>
<li>Platform height: 0,5 cm</li>
<li>Closure type: Slip-on with buckle</li>
<li>Article number: 11004769-03001-617</li>
</ul>","<ul>
<li>Color: Pewter leather</li>
<li>Material upper: PU Leather</li>
<li>Size recommendation: We would recommend you to order a size up.</li>
<li>Platform height: 0,5 cm</li>
<li>Closure type: Slip-on with buckle</li>
<li>Article number: 11004769-03001-617</li>
</ul>",49.00,49.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/STEVEMADDEN_SHOES_ARCHER_PEWTERLEATHER_SIDE.jpg?width=800,FLAT SHOES,FLAT SHOES,,,,,21,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/55500355338620,5020414419637,5020414419637,talsy-flat-shoe-black-black,https://stevemadden.co.uk/products/talsy-flat-shoe-black-black?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"<ul>
<li>Color: Black</li>
<li>Material upper: Synthetic</li>
<li>Size recommendation: We recommend you to order a size up.</li>
<li>Platform height: 4,5 cm</li>
<li>Closure type: Slip-on</li>
<li>Article number:<span> 11004752-02002-184</span>
</li>
</ul>","<ul>
<li>Color: Black</li>
<li>Material upper: Synthetic</li>
<li>Size recommendation: We recommend you to order a size up.</li>
<li>Platform height: 4,5 cm</li>
<li>Closure type: Slip-on</li>
<li>Article number:<span> 11004752-02002-184</span>
</li>
</ul>",79.00,79.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/TALSY-BLACK-BLACK_01_web.jpg?width=800,FLAT SHOES,FLAT SHOES,,,,,5,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/55532801819004,5020414481399,5020414481399,surpass-flat-shoe-dk-cherry-crinkle,https://stevemadden.co.uk/products/surpass-flat-shoe-dk-cherry-crinkle?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"<ul>
<li>Color: Dark Cherry</li>
<li>Material upper: Synthetic</li>
<li>Size recommendation: We recommend you to order a size up.</li>
<li>Heel height: 10 cm </li>
<li>Closure type: Buckle </li>
<li>Article number:<span> SM11003688-02002-DCC</span>
</li>
</ul>","<ul>
<li>Color: Dark Cherry</li>
<li>Material upper: Synthetic</li>
<li>Size recommendation: We recommend you to order a size up.</li>
<li>Heel height: 10 cm </li>
<li>Closure type: Buckle </li>
<li>Article number:<span> SM11003688-02002-DCC</span>
</li>
</ul>",79.00,79.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/STEVEMADDEN_SHOES_SURPASS_DK-CHERRY01.jpg?width=800,FLAT SHOES,FLAT SHOES,,,,,3,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/55555819045244,5020414475053,5020414475053,grander-flat-shoe-pew-crinkle,https://stevemadden.co.uk/products/grander-flat-shoe-pew-crinkle?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"<ul>
<li>Color: Pewter Crinkle</li>
<li>Material upper: Synthetic</li>
<li>Size recommendation: We recommend you to order a size up. </li>
<li>Platform height: 1 cm</li>
<li>Closure type: Buckle </li>
<li>Article number: 11004767-02002-PWC</li>
</ul>","<ul>
<li>Color: Pewter Crinkle</li>
<li>Material upper: Synthetic</li>
<li>Size recommendation: We recommend you to order a size up. </li>
<li>Platform height: 1 cm</li>
<li>Closure type: Buckle </li>
<li>Article number: 11004767-02002-PWC</li>
</ul>",69.00,69.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/STEVEMADDEN_SHOES_GRANDER_PEWTER01.jpg?width=800,FLAT SHOES,FLAT SHOES,,,,,3,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/55592964718972,5045658713143,5045658713143,detroit-flat-shoe-taupe-sued,https://stevemadden.co.uk/products/detroit-flat-shoe-taupe-sued?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"<ul>
<li>Color: Taupe Suede</li>
<li>Material upper: Suede</li>
<li>Size recommendation: We recommend you to order a size up.</li>
<li>Platform height: 4,5 cm</li>
<li>Closure type: Slip-on</li>
<li>Article number:<span> 11004778-03002-275</span>
</li>
</ul>","<ul>
<li>Color: Taupe Suede</li>
<li>Material upper: Suede</li>
<li>Size recommendation: We recommend you to order a size up.</li>
<li>Platform height: 4,5 cm</li>
<li>Closure type: Slip-on</li>
<li>Article number:<span> 11004778-03002-275</span>
</li>
</ul>",140.00,140.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/STEVEMADDEN_SHOES_DETROIT_TAUPE-SUEDE01.jpg?width=800,FLAT SHOES,FLAT SHOES,,,,,34,,,,,,,,TRUE,TRUE
