prclient,prid,pridfiltered,prid_filtered,prname,prurl,prshortdescription,prdescription,prdisplayprice,prprice,primageurl,prcategory,prsubcategory,prcreatedon,pralternativeurl,prbestseller,prsku,pravailablequantity,pravailability,prquantitysold,prsize,prcolor,prcountry,prfromprice,prposition,isactive,isdefault
,gid://shopify/ProductVariant/57248245350780,5020414840080,5020414840080,crisp-brown,https://stevemadden.co.uk/products/crisp-brown?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"Step into elegance with the Crisp Brown, a sophisticated addition to the Formals collection. Crafted from high-quality synthetic material, this shoe showcases a rich brown hue that complements any outfit with a touch of polished charm. The 75 mm heel offers just the right lift for a confident stride, blending comfort and style seamlessly.

<ul>
<li>Heel Height: 75 mm Heel</li>
<li>Material: Synthetic</li>
<li>Line Number: 6406339979</li>
</ul>","Step into elegance with the Crisp Brown, a sophisticated addition to the Formals collection. Crafted from high-quality synthetic material, this shoe showcases a rich brown hue that complements any outfit with a touch of polished charm. The 75 mm heel offers just the right lift for a confident stride, blending comfort and style seamlessly.

<ul>
<li>Heel Height: 75 mm Heel</li>
<li>Material: Synthetic</li>
<li>Line Number: 6406339979</li>
</ul>",130.00,130.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/6406339979_20.jpg?width=800,Courts,Courts,,,,,42,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/47008810041689,5045656958706,5045656958706,evelyn-l-pump-natl-lace,https://stevemadden.co.uk/products/evelyn-l-pump-natl-lace?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"<div class=""ewa-rteLine"">SHARP + TIMELESS + POWERFUL</div>
<div class=""ewa-rteLine"">EVELYN-L<span> </span>makes the classic point toe stiletto pump covered in lace even better without changing its iconic look. <br>
</div>
<div class=""ewa-rteLine"">
<ul>
<li>Color: Natural Lace</li>
<li>Material upper: Fabric</li>
<li>Size recommendation: We recommend you to order your normal size.</li>
<li>Heel height: 10,5 cm</li>
<li>Closure type: Slip-on</li>
<li>Article number:<span> SM11002940-04004-170</span>
</li>
</ul>
</div>","<div class=""ewa-rteLine"">SHARP + TIMELESS + POWERFUL</div>
<div class=""ewa-rteLine"">EVELYN-L<span> </span>makes the classic point toe stiletto pump covered in lace even better without changing its iconic look. <br>
</div>
<div class=""ewa-rteLine"">
<ul>
<li>Color: Natural Lace</li>
<li>Material upper: Fabric</li>
<li>Size recommendation: We recommend you to order your normal size.</li>
<li>Heel height: 10,5 cm</li>
<li>Closure type: Slip-on</li>
<li>Article number:<span> SM11002940-04004-170</span>
</li>
</ul>
</div>",59.00,59.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/SM11002940-04004-170_01.jpg?width=800,PUMPS,PUMPS,,,,,1,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/47733632598361,5020414416346,5020414416346,reyes-slingbacks-black-box,https://stevemadden.co.uk/products/reyes-slingbacks-black-box?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"<ul>
<li><span>Color: Black Box</span></li>
<li><span>Material upper: Leather</span></li>
<li><span>Sizing advice: We advise you to order one size larger.</span></li>
<li><span>Closure type: Slip-on</span></li>
<li>
<span>Heel height: 10 cm</span><span></span>
</li>
<li><span>Item number: SM11003389-03001-013</span></li>
</ul>","<ul>
<li><span>Color: Black Box</span></li>
<li><span>Material upper: Leather</span></li>
<li><span>Sizing advice: We advise you to order one size larger.</span></li>
<li><span>Closure type: Slip-on</span></li>
<li>
<span>Heel height: 10 cm</span><span></span>
</li>
<li><span>Item number: SM11003389-03001-013</span></li>
</ul>",69.00,69.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/SM11003389-03001-013_01.jpg?width=800,PUMPS,PUMPS,,,,,1,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/55702260253052,5020414401335,5020414401335,brecki-p-sandal-white,https://stevemadden.co.uk/products/brecki-p-sandal-white?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"<ul>
<li>Color:  White Satin</li>
<li>Material upper: Polyester</li>
<li>Size recommendation: We would recommend you to order a size up </li>
<li>Heel height: 9</li>
<li>Closure type: Buckle</li>
<li>Article number: SM11003668-04003-002</li>
</ul>","<ul>
<li>Color:  White Satin</li>
<li>Material upper: Polyester</li>
<li>Size recommendation: We would recommend you to order a size up </li>
<li>Heel height: 9</li>
<li>Closure type: Buckle</li>
<li>Article number: SM11003668-04003-002</li>
</ul>",140.00,140.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/STEVEMADDEN_SHOES_BRECKI-P_WHITE_03_5c1b4800-7e9a-4403-8d18-646147f7be4a.jpg?width=800,PUMPS,PUMPS,,,,,11,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/55052956402044,5045658634080,5045658634080,liana-pump-ground-coffee-patent,https://stevemadden.co.uk/products/liana-pump-ground-coffee-patent?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"<ul>
<li>Color: Ground Cofffee Patent</li>
<li>Material upper: PU leather</li>
<li>Size recommendation: We would recommend you to order a size up.</li>
<li>Heel height: 6 cm</li>
<li>Closure type: Buckle</li>
<li>Article number: SM11003386-02002-GCP</li>
</ul>","<ul>
<li>Color: Ground Cofffee Patent</li>
<li>Material upper: PU leather</li>
<li>Size recommendation: We would recommend you to order a size up.</li>
<li>Heel height: 6 cm</li>
<li>Closure type: Buckle</li>
<li>Article number: SM11003386-02002-GCP</li>
</ul>",69.00,69.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/c6239e45-3408-4ea4-999a-b118b4972187.jpg?width=800,PUMPS,PUMPS,,,,,1,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/55487053070716,5020414416254,5020414416254,reya-h-pump-natural,https://stevemadden.co.uk/products/reya-h-pump-natural?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"<ul>
<li><span>Color: Natural</span></li>
<li><span>Upper material: Calf hair</span></li>
<li><span>Sizing advice: We recommend that you order your normal size.</span></li>
<li><span>Heel height: 10.5 cm</span></li>
<li><span>Closure: Slip-on/open</span></li>
<li>
<span>Item number: </span><span>11004932-03001-166</span>
</li>
</ul>","<ul>
<li><span>Color: Natural</span></li>
<li><span>Upper material: Calf hair</span></li>
<li><span>Sizing advice: We recommend that you order your normal size.</span></li>
<li><span>Heel height: 10.5 cm</span></li>
<li><span>Closure: Slip-on/open</span></li>
<li>
<span>Item number: </span><span>11004932-03001-166</span>
</li>
</ul>",49.00,49.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/STEVEMADDEN_SHOES_REYA-H_NATURAL-HAIR-CALF_SIDE.jpg?width=800,PUMPS,PUMPS,,,,,9,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/55487379833212,5045659734581,5045659734581,brylie-p-pump-pearl-multi,https://stevemadden.co.uk/products/brylie-p-pump-pearl-multi?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"<ul>
<li>Color: Pearl multi</li>
<li>Material upper: Fabric with pearls</li>
<li>Size recommendation: We would recommend you to order a size up.</li>
<li>Heel height: 10 cm</li>
<li>Closure type: Buckle</li>
<li>Article number: 11004866-04004-PMR</li>
</ul>","<ul>
<li>Color: Pearl multi</li>
<li>Material upper: Fabric with pearls</li>
<li>Size recommendation: We would recommend you to order a size up.</li>
<li>Heel height: 10 cm</li>
<li>Closure type: Buckle</li>
<li>Article number: 11004866-04004-PMR</li>
</ul>",140.00,140.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/STEVEMADDEN_SHOES_BRYLIE-P_PEARL-MULTI01.jpg?width=800,PUMPS,PUMPS,,,,,1,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/55612375335292,5020414478108,5020414478108,nada-mule-black-black,https://stevemadden.co.uk/products/nada-mule-black-black?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"<ul>
<li>Color: Black / black<br>
</li>
<li>Material upper: Leather</li>
<li>Size recommendation: We would recommend you to order a size up.<br>
</li>
<li>Platform height: 2,5 cm<br>
</li>
<li>Closure type: Slip-on</li>
<li>Article number: 11004937-03001-184</li>
</ul>","<ul>
<li>Color: Black / black<br>
</li>
<li>Material upper: Leather</li>
<li>Size recommendation: We would recommend you to order a size up.<br>
</li>
<li>Platform height: 2,5 cm<br>
</li>
<li>Closure type: Slip-on</li>
<li>Article number: 11004937-03001-184</li>
</ul>",49.00,49.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/11004937-03009-184_01.jpg?width=800,MULES,MULES,,,,,13,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/55612375564668,5020414413048,5020414413048,nada-mule-cognac-suede,https://stevemadden.co.uk/products/nada-mule-cognac-suede?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"<ul>
<li>Color: Cognac suede <br>
</li>
<li>Material upper: Suede</li>
<li>Size recommendation: We would recommend you to order a size up.<br>
</li>
<li>Platform height: 2,5 cm<br>
</li>
<li>Closure type: Slip-on</li>
<li>Article number: 11004937-03002-935 
<div class=""Polaris-LegacyStack__Item""></div>
<div class=""Polaris-LegacyStack__Item""></div>
</li>
</ul>","<ul>
<li>Color: Cognac suede <br>
</li>
<li>Material upper: Suede</li>
<li>Size recommendation: We would recommend you to order a size up.<br>
</li>
<li>Platform height: 2,5 cm<br>
</li>
<li>Closure type: Slip-on</li>
<li>Article number: 11004937-03002-935 
<div class=""Polaris-LegacyStack__Item""></div>
<div class=""Polaris-LegacyStack__Item""></div>
</li>
</ul>",49.00,49.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/11004937-03002-935_01.jpg?width=800,MULES,MULES,,,,,4,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/55621227020668,5020414401717,5020414401717,brylie-leo-pump-leopard,https://stevemadden.co.uk/products/brylie-leo-pump-leopard?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"<ul>
<li>Color:  Leopard</li>
<li>Material upper: Fabric</li>
<li>Size recommendation: We would recommend you to order a size up.</li>
<li>Heel height: 10 cm</li>
<li>Closure type: Buckle</li>
<li>Article number:<span> </span><span>11005192-03001-969</span>
</li>
</ul>","<ul>
<li>Color:  Leopard</li>
<li>Material upper: Fabric</li>
<li>Size recommendation: We would recommend you to order a size up.</li>
<li>Heel height: 10 cm</li>
<li>Closure type: Buckle</li>
<li>Article number:<span> </span><span>11005192-03001-969</span>
</li>
</ul>",49.00,49.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/STEVEMADDEN_SHOES_BRYLIE-LEO_LEOPARD-PONY01.jpg?width=800,PUMPS,PUMPS,,,,,1,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/55621227839868,5020414420169,5020414420169,thrive-r-pump-rhinestones,https://stevemadden.co.uk/products/thrive-r-pump-rhinestones?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"<ul>
<li>Color: Rhinestones</li>
<li>Size recommendation: We would recommend you to order a size up.</li>
<li>Heel height: 10 cm</li>
<li>Closure type: Slip-on</li>
<li>Article number: 11004880-04004-998</li>
</ul>","<ul>
<li>Color: Rhinestones</li>
<li>Size recommendation: We would recommend you to order a size up.</li>
<li>Heel height: 10 cm</li>
<li>Closure type: Slip-on</li>
<li>Article number: 11004880-04004-998</li>
</ul>",69.00,69.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/STEVEMADDEN_SHOES_THRIVE-R_RHINESTONE01.jpg?width=800,PUMPS,PUMPS,,,,,4,,,,,,,,TRUE,TRUE
,gid://shopify/ProductVariant/55621228560764,8720857678185,8720857678185,vero-pump-champagne,https://stevemadden.co.uk/products/vero-pump-champagne?utm_source=display&utm_medium=programmatic&utm_campaign=performance&utm_content=rtg,"<ul>
<li>Color: Champagne</li>
<li>Material upper: Fabric</li>
<li>Size recommendation: We would recommend you to order a size up.</li>
<li>Heel height: 5,5 cm</li>
<li>Closure type: Slip-on</li>
<li>Article number: SM11003673-04004-242</li>
</ul>","<ul>
<li>Color: Champagne</li>
<li>Material upper: Fabric</li>
<li>Size recommendation: We would recommend you to order a size up.</li>
<li>Heel height: 5,5 cm</li>
<li>Closure type: Slip-on</li>
<li>Article number: SM11003673-04004-242</li>
</ul>",59.00,59.00,https://cdn.shopify.com/s/files/1/0083/3903/0082/files/STEVEMADDEN_SHOES_VERO_CHAMPAGNE_SIDE.jpg?width=800,PUMPS,PUMPS,,,,,2,,,,,,,,TRUE,TRUE
